timestamp_utc,instrument,action,reason_code,p_model_up,p_market_up,edge,balance,position_qty,position_value,total_equity,price
2026-05-07T21:50:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5142,0.4318,0.0824,99.63,0.0,0.0,99.63,88.06
2026-05-07T21:55:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.446,0.3295,0.1165,99.63,0.0,0.0,99.63,87.97
2026-05-07T22:00:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.3661,0.1136,0.2525,99.63,0.0,0.0,99.63,87.78
2026-05-07T22:05:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.4744,0.1705,0.3039,99.63,0.0,0.0,99.63,87.83
2026-05-07T22:10:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5824,0.3699,0.2125,99.63,0.0,0.0,99.63,87.95
2026-05-07T22:15:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.6079,0.6897,0.0818,99.63,0.0,0.0,99.63,88.08
2026-05-07T22:20:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5709,0.7931,0.2222,99.63,0.0,0.0,99.63,88.14
2026-05-07T22:25:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.4489,0.5862,0.1373,99.63,0.0,0.0,99.63,88.02
2026-05-07T22:30:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.3405,0.24,0.1005,99.63,0.0,0.0,99.63,87.8
2026-05-07T22:35:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5057,0.48,0.0257,99.63,0.0,0.0,99.63,87.92
2026-05-07T22:40:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5114,0.4,0.1114,99.63,0.0,0.0,99.63,87.88
2026-05-07T22:45:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5511,0.62,0.0689,99.63,0.0,0.0,99.63,87.99
2026-05-07T22:50:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.588,0.775,0.187,99.63,0.0,0.0,99.63,88.09
2026-05-07T22:55:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5341,0.8,0.2659,99.63,0.0,0.0,99.63,88.1
2026-05-07T23:00:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5765,1.0,0.4235,99.63,0.0,0.0,99.63,88.23
2026-05-07T23:05:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5651,1.0,0.4349,99.63,0.0,0.0,99.63,88.28
2026-05-07T23:10:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.4802,0.88,0.3998,99.63,0.0,0.0,99.63,88.22
2026-05-07T23:15:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.4149,0.64,0.2251,99.63,0.0,0.0,99.63,88.1
2026-05-07T23:20:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5397,0.9,0.3603,99.63,0.0,0.0,99.63,88.23
2026-05-07T23:25:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5425,0.92,0.3775,99.63,0.0,0.0,99.63,88.24
2026-05-07T23:30:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.4745,0.82,0.3455,99.63,0.0,0.0,99.63,88.19
2026-05-07T23:35:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5594,1.0,0.4406,99.63,0.0,0.0,99.63,88.32
2026-05-07T23:40:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5764,1.0,0.4236,99.63,0.0,0.0,99.63,88.39
2026-05-07T23:45:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.565,1.0,0.435,99.63,0.0,0.0,99.63,88.47
2026-05-07T23:50:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5,0.9403,0.4403,99.63,0.0,0.0,99.63,88.43
2026-05-07T23:55:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.483,0.9254,0.4424,99.63,0.0,0.0,99.63,88.42
2026-05-08T00:00:00+00:00,SOLUSDT,HOLD,HOLD,0.5537,1.0,0.4463,99.63,0.0,0.0,99.63,88.52
2026-05-08T00:05:00+00:00,SOLUSDT,HOLD,HOLD,0.5621,1.0,0.4379,99.63,0.0,0.0,99.63,88.58
